"X","airt","rh","parr","bar","datetime_posx","UNIQUE_REMARK","SECONDS","NDX","REMARK","DATE","TIME","H2O","CO2","CH4","CAVITY_P","CAVITY_T","LASER_PHASE_P","LASER_T","RESIDUAL","RING_DOWN_TIME","THERMAL_ENCLOSURE_T","PHASE_ERROR","LASER_T_SHIFT","INPUT_VOLTAGE","CHK","ERROR","ERROR_comment","TEMPORAL_CHECK","PLOT","SPECIES","DBH","OLD_TAG","DEPTH1","DEPTH2","DEPTH3","DEPTH4","MEAN_DEPTH","RADIUS","VOLUME_CYLINDER","VOLUME_CAP","VOLUME_TUBES","VOLUME_CM3","VOLUME","roll_cor","vol_system","pres_torr","nmol","surfarea","CO2_ln_R2","CH4_ln_R2","CO2_ln_slope","CH4_ln_slope","CO2_SE","CH4_SE","index_CO2_ln_R2","CO2_R2_Remark_Rank","CO2_flux_umolpm2ps","CH4_flux_nmolpm2ps"
19,21.9,44,1114,1016,"2025-05-08 13:24:00",19,1746725047,48449,165,"2025-05-08","13:24:07",17500.521,593.02374,1999.6071,40.2187,55.0003,31.619,36.3819,0.00368287,11.3463,54.4998,-22.25,-0.225012,13.8181,71,FALSE,NA,165,"G1","rm",17.61,NA,5,4.6,5.2,5.3,5.025,5.08,407.3928132,19.79203372,28.88,456.0648469,0.4560648469,0.719285172456687,0.4840648469,762.062992,0.0200478489025625,0.00810731966555996,0.98147428319268,0.787488038682322,0.146064129758263,0.00965594331758678,0.00651580547296865,0.0016286992669225,"3830:3889",1,0.361188620194328,0.0238772986175718
20,21.9,44,1114,1016,"2025-05-08 13:26:00",20,1746725162,48909,175,"2025-05-08","13:26:02",16225.784,456.53842,1998.5518,40.2117,55.001,31.6153,36.3819,0.0035388,11.3509,54.5005,175.75,-0.225012,13.7836,41,FALSE,NA,181,"G1","ro",35.21,NA,5.5,5,5.4,5.4,5.325,5.08,431.7147722,19.79203372,28.88,480.3868059,0.4803868059,0.98023348333259,0.5083868059,762.062992,0.0210551580723338,0.00810731966555996,0.999685139067028,0.807686930871158,1.2232088852459,0.00973229508195942,0.0074027930783958,0.00161944182683661,"3919:3978",1,3.17674120384605,0.0252753092033283
21,21.9,44,1114,1016,"2025-05-08 13:29:00",21,1746725362,49709,176,"2025-05-08","13:29:22",15690.661,430.2785,1998.5927,40.2101,55.001,31.6013,36.3819,0.00343975,11.3527,54.5005,50,-0.225012,13.7302,61,FALSE,NA,162,"G1","rm",24.44,NA,5,4.9,5.1,5.1,5.025,5.08,407.3928132,19.79203372,28.88,456.0648469,0.4560648469,0.868459838020861,0.4840648469,762.062992,0.0200478489025625,0.00810731966555996,0.998428069406789,0.046131039387686,0.513165799944429,0.00123137816059389,0.00661138553942857,0.00181809122909676,"4093:4152",1,1.26896074703352,0.00304496237028501
22,21.9,44,1114,1016,"2025-05-08 13:34:00",22,1746725646,50845,153,"2025-05-08","13:34:06",17566.797,458.85394,1998.5068,40.2228,55.001,31.6288,36.3821,0.00369781,11.346,54.5005,63.5,-0.225012,13.6526,197,FALSE,NA,217,"G1","rm",19.32,NA,5.2,5.3,5.3,5.2,5.25,5.08,425.6342824,19.79203372,28.88,474.3063162,0.4743063162,0.956766188434059,0.5023063162,762.062992,0.0208033307819618,0.00810731966555996,0.996211997151646,0.378016813112951,0.379624757154767,0.00492974993052932,0.00788724574279411,0.00213059171796961,"4338:4397",1,0.974114716317536,0.0126497070188081
23,21.8,44,989,1016,"2025-05-08 13:38:00",23,1746725912,51909,165,"2025-05-08","13:38:32",18360.875,450.18381,2001.2629,40.2286,55.0003,31.6345,36.3819,0.00381382,11.3438,54.5005,33.25,-0.225012,13.5996,44,FALSE,NA,173,"G1","rm",17.61,NA,5,4.6,5.2,5.3,5.025,5.08,407.3928132,19.79203372,28.88,456.0648469,0.4560648469,0.921727407736817,0.4840648469,762.062992,0.0200546459355859,0.00810731966555996,0.997177345209226,0.703541385265235,0.245285350652962,0.00764964156710303,0.00423875190795191,0.0016128798039719,"4567:4626",1,0.606749340528369,0.0189225119386971
1,20,28,1635,1025,"2025-05-13 11:09:00",1,1747148966,36801,895,"2025-05-13","11:09:26",7189.5449,440.62961,2009.2107,40.1686,55.0003,31.8545,36.3966,0.0024123,11.3814,54.4998,21.75,-0.209831,15.8069,57,FALSE,NA,190,"E5","rm",24.02,NA,2.8,2.5,3.5,3.5,3.075,5.08,249.3000797,19.79203372,28.88,297.9721134,0.2979721134,0.991382509694677,0.3259721134,768.81355,0.0137082040849361,0.00810731966555996,0.997624996635009,0.186918678082762,0.297812328702419,0.00266460961378741,0.00322611907811186,0.00123385322261184,"20:79",1,0.503553868512826,0.00450543630932032
2,20,28,1635,1025,"2025-05-13 11:16:00",2,1747149377,38445,892,"2025-05-13","11:16:17",7678.2217,450.21085,2012.809,40.1744,55.0003,31.8488,36.3966,0.00245628,11.3789,54.4998,28.5,-0.209831,15.761,238,FALSE,NA,187,"E5","rm",20.31,NA,5,4.9,5.8,5,5.175,5.08,419.5537927,19.79203372,28.88,468.2258264,0.4682258264,0.9025899993793,0.4962258264,768.81355,0.0208679350805696,0.00810731966555996,0.987299105889504,0.422510450948543,0.104735602667409,0.00423958043901502,0.00401490519627225,0.00167519126299,"320:379",1,0.26958549153703,0.0109125201694027
3,20,28,1635,1025,"2025-05-13 11:20:00",3,1747149610,39377,889,"2025-05-13","11:20:10",7796.168,442.00742,2013.7866,40.176,55.001,31.8479,36.3966,0.00246056,11.3793,54.4998,34.25,-0.209831,15.7312,213,FALSE,NA,182,"E5","hem",29.41,NA,4.9,4.6,4.9,5,4.85,5.08,393.2050038,19.79203372,28.88,441.8770375,0.4418770375,0.857284712006988,0.4698770375,768.81355,0.0197598814748034,0.00810731966555996,0.982060623486341,0.0474215442382359,0.115161319533205,0.00132630452903844,0.00498120249693665,0.00190238680579303,"465:524",1,0.280681423494965,0.00323258751034881
4,20.3,28,1598,1025,"2025-05-13 11:23:00",4,1747149797,40125,893,"2025-05-13","11:23:17",7468.5952,439.40924,2013.9913,40.1752,55.001,31.8418,36.3966,0.00243446,11.3807,54.4998,42.25,-0.209831,15.7104,47,FALSE,NA,181,"E5","hem",26.45,NA,4.9,5,5.2,5.4,5.125,5.08,415.5001329,19.79203372,28.88,464.1721666,0.4641721666,0.911522733423046,0.4921721666,768.81355,0.0206763058498151,0.00810731966555996,0.992809893165671,0.43925203259743,0.147185151430954,0.00476617393721409,0.00419450074953276,0.00180334369302569,"585:644",1,0.375370077050929,0.01215529597012
5,20.3,28,1598,1025,"2025-05-13 11:27:00",5,1747150072,41225,880,"2025-05-13","11:27:52",7855.519,450.82516,2020.0844,40.1793,55.001,31.8414,36.3974,0.00247349,11.3786,54.4998,43.25,-0.209033,15.6755,221,FALSE,NA,200,"E5","ro",39.55,NA,5.7,5.3,5.3,5.2,5.375,5.08,435.768432,19.79203372,28.88,484.4404657,0.4844404657,0.962122718578697,0.5124404657,768.81355,0.0215277834011406,0.00810731966555996,0.996267589104888,0.168351320988282,0.232019417060298,0.00275275909976369,0.00495152613557382,0.00213323114079032,"791:850",1,0.616093106153352,0.0073095429932253
6,20.3,28,1598,1025,"2025-05-13 11:32:00",6,1747150354,42353,876,"2025-05-13","11:32:34",8415.4111,443.52121,2019.2758,40.1842,55.001,31.8586,36.3978,0.00252595,11.3771,54.5005,58.75,-0.209033,15.637,212,FALSE,NA,196,"E5","hem",32.87,NA,5.1,4.9,5,4.9,4.975,5.08,403.3391534,19.79203372,28.88,452.0111871,0.4520111871,0.840864483398385,0.4800111871,768.81355,0.0201654193173394,0.00810731966555996,0.983521626662878,0.186042253308159,0.0978412622950824,0.00283885245902358,0.00413621611354741,0.00193933984288699,"998:1057",1,0.243361574738382,0.00706110682417707
7,20.3,28,1598,1025,"2025-05-13 11:37:00",7,1747150623,43429,905,"2025-05-13","11:37:03",7513.543,426.18372,2024.4146,40.1789,55.001,31.8525,36.3974,0.00243655,11.3798,54.5005,-36.5,-0.209033,15.604,148,FALSE,NA,167,"E5","hem",23.93,NA,3.6,3.6,4.2,4.2,3.9,5.08,316.185467,19.79203372,28.88,364.8575007,0.3648575007,0.610372782540986,0.3928575007,768.81355,0.0165040658352969,0.00810731966555996,0.873339192682991,0.22755982954872,0.0410982434009446,0.0026168963601151,0.00418362321241207,0.00128875630225458,"1197:1256",1,0.0836636697188132,0.00532721436838837
8,20.6,27,1601,1025,"2025-05-13 11:42:00",8,1747150921,44621,903,"2025-05-13","11:42:01",7926.5488,491.14505,2029.2874,40.1818,55.0003,31.8598,36.397,0.00249193,11.3776,54.4998,-41.75,-0.209033,15.5652,92,FALSE,NA,211,"E5","ro",34.78,NA,4.8,5.1,5,4.8,4.925,5.08,399.2854935,19.79203372,28.88,447.9575272,0.4479575272,0.996567323700505,0.4759575272,768.81355,0.0199747032517437,0.00810731966555996,0.99900003705603,0.465039353413222,0.419039500138926,0.00419335926646877,0.00428897195162909,0.00145501402231828,"1427:1486",1,1.03242378632124,0.0103315411789524
1,12.3,59,1352,1014,"2025-05-20 10:30:00",1,1747751448,33741,411,"2025-05-20","10:30:48",8262.9072,420.01855,1995.4113,40.1202,55.001,32.2682,36.398,0.00254683,11.3782,54.499,42.5,-0.208234,16.1208,103,FALSE,NA,227,"BGS","rm",28.7,2,4.8,4.9,4.8,4.7,4.8,5.08,389.1513439,19.79203372,28.88,437.8233777,0.4378233777,0.876534420703201,0.4658233777,760.562868,0.0199019364088956,0.00810731966555996,0.972341759696164,0.926925164418452,0.0887696635176418,0.0208245068074427,0.00482582331903287,0.00188469184759767,"20:79",1,0.217912734571463,0.0511202255893426
2,13.1,57,1550,1014,"2025-05-20 10:38:00",2,1747751891,35513,412,"2025-05-20","10:38:11",8622.8135,425.30923,2023.3981,40.1297,55.001,32.2846,36.3982,0.00258173,11.3769,54.4998,27.75,-0.208234,16.0949,33,FALSE,NA,194,"BGS","bg",19.4,1,3.7,4.3,3.3,4.1,3.85,5.08,312.1318071,19.79203372,28.88,360.8038408,0.3608038408,0.965087817491049,0.3888038408,760.562868,0.0165649127430206,0.00810731966555996,0.992637626450715,0.999569679234426,0.141071043901085,0.435916960266753,0.00325948732274085,0.00242656114942088,"270:329",1,0.288237004236455,0.890667533524818
3,13.1,57,1550,1014,"2025-05-20 10:42:00",3,1747752123,36441,413,"2025-05-20","10:42:03",8519.4551,427.72345,1998.7725,40.1305,55.001,32.2965,36.3982,0.00256775,11.3782,54.4998,-7,-0.208234,16.0847,129,FALSE,NA,203,"BGS","rm",26,3,3.3,3.1,3.6,4.4,3.6,5.08,291.863508,19.79203372,28.88,340.5355417,0.3405355417,0.944076874556166,0.3685355417,760.562868,0.0157013857640943,0.00810731966555996,0.991448480095427,0.987628255355952,0.235946455404279,0.0683454570714099,0.00557245701318575,0.0019452483814621,"444:503",1,0.456955747250332,0.132364138947201
4,13.1,57,1550,1014,"2025-05-20 10:48:00",4,1747752494,37925,452,"2025-05-20","10:48:14",8889.4961,434.48181,2111.8013,40.1346,55.001,32.303,36.3982,0.00261616,11.3764,54.4992,-145.75,-0.208234,16.0599,72,FALSE,NA,194,"BGS","bg",27.2,4,5,5,5.5,5.5,5.25,5.08,425.6342824,19.79203372,28.88,474.3063162,0.4743063162,0.851708420024954,0.5023063162,760.562868,0.0214006638437536,0.00810731966555996,0.967398935419272,0.999037436028247,0.0924629138649638,0.644069641567109,0.00588324067788948,0.00692935322521382,"752:811",1,0.244071754817301,1.70013252958277
5,13.1,57,1550,1014,"2025-05-20 10:51:00",5,1747752718,38821,432,"2025-05-20","10:51:58",8489.0518,423.63437,1996.1384,40.1387,55.001,32.2998,36.3982,0.00255299,11.3784,54.5005,265,-0.208234,16.047,161,FALSE,NA,196,"BGS","hem",31,5,5.9,5.5,5.5,5.2,5.525,5.08,447.9294115,19.79203372,28.88,496.6014452,0.4966014452,0.849255855434814,0.5246014452,760.562868,0.0223505435201465,0.00810731966555996,0.963660995863158,0.899036637665499,0.114057976660181,0.0153068241177989,0.00801764509135134,0.00185684261218825,"850:909",1,0.314439034887514,0.0421983901847866
6,13,57,1316,1014,"2025-05-20 10:58:00",6,1747753082,40277,433,"2025-05-20","10:58:02",9303.1289,432.31882,1996.7826,40.1448,55.001,32.2833,36.3982,0.00264598,11.3755,54.4998,21,-0.208234,16.0266,143,FALSE,NA,214,"BGS","hem",29.1,6,5.3,5,5,5.3,5.15,5.08,417.5269628,19.79203372,28.88,466.1989965,0.4661989965,0.812859561279665,0.4941989965,760.562868,0.0210626111670651,0.00810731966555996,0.979514236595452,0.438226771969678,0.116099918866351,0.00409309252570454,0.00572761123930467,0.00158089688915047,"1170:1229",1,0.301624648895705,0.0106337507210875
7,13,57,1316,1014,"2025-05-20 11:07:00",8,1747753620,42429,434,"2025-05-20","11:07:00",8768.791,491.83307,2008.4128,40.1448,55.001,32.2825,36.4002,0.00259054,11.3766,54.4998,73.5,-0.206636,15.9874,167,FALSE,NA,207,"BGS","bg",25,7,3.5,3.6,4.4,3.6,3.775,5.08,306.0513174,19.79203372,28.88,354.7233511,0.3547233511,0.640431858281556,0.3827233511,760.562868,0.0163115530097509,0.00810731966555996,0.768996685087581,0.966612001137734,0.0310482006112793,0.0268111169769376,0.00449559651453172,0.00131640047049925,"1385:1444",1,0.0624675467379986,0.0539427300094924
8,13.8,56,1399,1014,"2025-05-20 11:10:00",9,1747753815,43209,414,"2025-05-20","11:10:15",8934.5195,438.21304,2149.698,40.1485,55.0012,32.2755,36.4002,0.00261108,11.3769,54.4998,-26.25,-0.206636,15.9717,63,FALSE,NA,190,"BGS","bg",27.8,32,4,3.6,4,4.6,4.05,5.08,328.3464465,19.79203372,28.88,377.0184802,0.3770184802,0.74096869032444,0.4050184802,760.562868,0.0172136398408337,0.00810731966555996,0.991116143520216,0.99991138221001,0.137102471242012,1.57435887468742,0.00361880509236796,0.0041320432261697,"1503:1562",1,0.291098989382855,3.34271346968254
9,13.8,56,1399,1014,"2025-05-20 11:14:00",10,1747754076,44253,436,"2025-05-20","11:14:36",8403.5752,425.13477,2022.0792,40.1457,55.001,32.2768,36.4002,0.00258039,11.3785,54.4998,-220,-0.206636,15.9493,220,FALSE,NA,207,"BGS","hem",19.5,30,2.9,3.2,3.9,3.3,3.325,5.08,269.5683789,19.79203372,28.88,318.2404126,0.3182404126,0.858949565361511,0.3462404126,760.562868,0.0147155205310507,0.00810731966555996,0.958328008938941,0.89213689962657,0.0891902314531833,0.0401259155320901,0.00443268286361081,0.0033252935343456,"1676:1735",1,0.161888359687348,0.0728321761318999
10,13.8,56,1399,1014,"2025-05-20 11:20:00",11,1747754436,45693,435,"2025-05-20","11:20:36",8584.5479,448.86642,2093.3662,40.151,55.0003,32.269,36.4002,0.0025769,11.3764,54.5005,-10.5,-0.206636,15.9171,168,FALSE,NA,192,"BGS","bg",19,29,3.2,3.3,4.5,3.9,3.725,5.08,301.9976575,19.79203372,28.88,350.6696913,0.3506696913,0.885665402225767,0.3786696913,760.562868,0.0160937932547155,0.00810731966555996,0.934342024598945,0.999257036923047,0.0798131489302605,0.53407868574605,0.00551483307554681,0.00379592285944656,"1972:2031",1,0.158436619114452,1.06019650201537
11,13.4,56,1071,1014,"2025-05-20 11:24:00",12,1747754687,46697,438,"2025-05-20","11:24:47",8381.3057,444.7215,2001.4111,40.1518,55.0003,32.2645,36.4002,0.00256451,11.3783,54.4998,-25.25,-0.206636,15.8905,54,FALSE,NA,192,"BGS","hem",18.8,31,3.2,3.1,4.5,4.4,3.8,5.08,308.0781473,19.79203372,28.88,356.750181,0.356750181,0.945100157936769,0.384750181,760.562868,0.0163750457281104,0.00810731966555996,0.984007847925275,0.732974952342717,0.139630279522092,0.00697375382051498,0.00472090226234333,0.00111632145943566,"2167:2226",1,0.282023197125922,0.0140854860074929
12,13.4,56,1071,1014,"2025-05-20 11:28:00",13,1747754914,47605,417,"2025-05-20","11:28:34",8290.3643,452.9122,1996.0845,40.1535,55.001,32.276,36.4002,0.00253863,11.3788,54.5005,77.75,-0.206636,15.8642,171,FALSE,NA,200,"BGS","hem",28.1,9,5.1,4.9,5.5,5.2,5.175,5.08,419.5537927,19.79203372,28.88,468.2258264,0.4682258264,0.607703655084714,0.4962258264,760.562868,0.0211194718028459,0.00810731966555996,0.895521735817107,0.268028098308375,0.0580576326757435,0.00382316476800905,0.00678306517781466,0.00216108483675633,"2306:2365",1,0.15123944618146,0.00995929898491603
13,13.4,56,1071,1014,"2025-05-20 11:33:00",14,1747755191,48713,418,"2025-05-20","11:33:11",8913.4746,453.30203,1999.6956,40.1584,55.0005,32.271,36.4002,0.00261311,11.3769,54.5002,5.25,-0.206636,15.8402,209,FALSE,NA,218,"BGS","rm",26.7,8,3.6,3.6,4.4,4.4,4,5.08,324.2927866,19.79203372,28.88,372.9648203,0.3729648203,0.976172311324178,0.4009648203,760.562868,0.0170651440649382,0.00810731966555996,0.997613783683891,0.963554521262883,0.249800497082525,0.0251251264240039,0.00337664689860605,0.00135054980183326,"2558:2617",1,0.525806511406632,0.0528860239589181
14,13.4,56,1071,1014,"2025-05-20 11:37:00",15,1747755456,49773,419,"2025-05-20","11:37:36",8765.2891,429.20966,1996.2494,40.1604,55.0003,32.2653,36.4002,0.00259655,11.3773,54.5005,46.25,-0.206636,15.8088,125,FALSE,NA,188,"BGS","rm",20.6,28,3.5,3.7,4.4,4.5,4.025,5.08,326.3196165,19.79203372,28.88,374.9916503,0.3749916503,0.907567508765596,0.4029916503,760.562868,0.0171514063607657,0.00810731966555996,0.987073236122765,0.605440289240812,0.111535437065851,0.00582003612115503,0.00354561467139794,0.00130513318359536,"2731:2790",1,0.23595832946719,0.0123125531823186
15,13.2,57,1012,1014,"2025-05-20 11:40:00",16,1747755643,50521,420,"2025-05-20","11:40:43",8919.6387,437.75964,1997.5599,40.1621,55.0005,32.271,36.4002,0.00260387,11.3774,54.5005,-36.5,-0.206636,15.7841,19,FALSE,NA,208,"BGS","rm",25.2,27,3.5,3.1,4.9,4.8,4.075,5.08,330.3732764,19.79203372,28.88,379.0453101,0.3790453101,0.972328385482287,0.4070453101,760.562868,0.0173360307734487,0.00810731966555996,0.996944001075777,0.984703829372096,0.343981131425396,0.0426162906362862,0.00534729583950704,0.00149132592324066,"2881:2940",1,0.735541180793504,0.0911271981860187
16,13.2,57,1012,1014,"2025-05-20 11:45:00",17,1747755944,51725,421,"2025-05-20","11:45:44",8767.9912,432.91226,1998.2606,40.1604,55.0003,32.2604,36.4002,0.00260075,11.3771,54.4998,-178.75,-0.206636,15.7449,196,FALSE,NA,193,"BGS","rm",25,26,3.4,3.4,4.2,4.4,3.85,5.08,312.1318071,19.79203372,28.88,360.8038408,0.3608038408,0.833648366653382,0.3888038408,760.562868,0.0165591278948477,0.00810731966555996,0.986558135527584,0.973971151028285,0.160924011392053,0.0312709669352597,0.00503773630664555,0.00137101407030794,"3109:3168",1,0.328685853761618,0.06387067023843
17,13.2,57,1012,1014,"2025-05-20 11:50:00",18,1747756206,52773,441,"2025-05-20","11:50:06",8650.4395,418.90457,2110.2913,40.1645,55.0003,32.2612,36.4002,0.00257721,11.3779,54.4998,-30.25,-0.206636,15.7096,91,FALSE,NA,208,"BGS","bg",25.7,25,5.6,5.5,5,5.1,5.3,5.08,429.6879423,19.79203372,28.88,478.359976,0.478359976,0.639188774104826,0.506359976,760.562868,0.0215658353224169,0.00810731966555996,0.947295033966954,0.9961900121458,0.0725958452347885,1.86946186996389,0.0059809461917785,0.0403814868968587,"3284:3343",1,0.193108216773019,4.97285274200351
18,13.2,56,833,1014,"2025-05-20 11:55:00",19,1747756507,53977,439,"2025-05-20","11:55:07",8617.1963,415.93594,2006.7477,40.1666,55.0003,32.2517,36.4002,0.0025802,11.3786,54.5005,57.5,-0.206636,15.6649,243,FALSE,NA,213,"BGS","hem",35.7,24,4.8,4.9,5.4,4.7,4.95,5.08,401.3123234,19.79203372,28.88,449.9843572,0.4499843572,0.640751684045405,0.4779843572,760.562868,0.0203573197382143,0.00810731966555996,0.374660550784975,0.956157706202604,0.0225609652681305,0.0384950930814143,0.00961005582562615,0.00271779407258295,"3513:3572",1,0.0566501387033145,0.0966604192924155
19,13.2,56,833,1014,"2025-05-20 12:00:00",20,1747756835,55289,422,"2025-05-20","12:00:35",8875.6973,431.58658,1997.6932,40.167,55.001,32.2542,36.4002,0.00260811,11.377,54.5007,-131.25,-0.206636,15.6209,16,FALSE,NA,203,"BGS","rm",18.8,23,3.5,3.5,5.7,4,4.175,5.08,338.480596,19.79203372,28.88,387.1526298,0.3871526298,0.846746092210211,0.4151526298,760.562868,0.017681320942189,0.00810731966555996,0.986864671783524,0.902803545567387,0.132030090025009,0.0149248735759912,0.00436202345142816,0.0014023701457439,"3755:3814",1,0.287945522325355,0.0325497810132877
20,13.2,56,833,1014,"2025-05-20 12:03:00",21,1747757034,56085,423,"2025-05-20","12:03:54",8792.2139,424.03687,1997.1206,40.1695,55.001,32.3026,36.4002,0.0025947,11.3775,54.4998,81,-0.206636,15.5903,103,FALSE,NA,197,"BGS","hem",21,10,4.7,4.2,4.1,5,4.5,5.08,364.829385,19.79203372,28.88,413.5014187,0.4135014187,0.932120616450753,0.4415014187,760.562868,0.0188035139852713,0.00810731966555996,0.950083192039402,0.581852554864485,0.107090137260352,0.00789782439567317,0.00747549204932576,0.00203898226153912,"3895:3954",1,0.248376896030603,0.0183176262443576
21,13.9,55,973,1014,"2025-05-20 12:09:00",22,1747757393,57521,425,"2025-05-20","12:09:53",9046.3994,445.83228,1996.4354,40.1719,55.0003,32.3088,36.4002,0.00263233,11.3765,54.5005,-48.75,-0.206636,15.5417,114,FALSE,NA,194,"BGS","hem",26.1,11,4.2,4,4.4,4.6,4.3,5.08,348.6147456,19.79203372,28.88,397.2867793,0.3972867793,0.806562577792662,0.4252867793,760.562868,0.0180687634560002,0.00810731966555996,0.912379723052729,0.314243086267715,0.0763305432064469,0.00384090025006479,0.00692229319222169,0.00166043698560916,"4201:4260",1,0.170117694448901,0.00856020496778072
22,13.9,55,973,1014,"2025-05-20 12:12:00",23,1747757546,58133,424,"2025-05-20","12:12:26",8903.166,430.45593,2010.7397,40.1728,55.0003,32.3063,36.4002,0.00260288,11.3772,54.5005,-13,-0.206636,15.5107,127,FALSE,NA,225,"BGS","rm",17.1,21,3.2,3,4.5,4.4,3.775,5.08,306.0513174,19.79203372,28.88,354.7233511,0.3547233511,0.983911125034972,0.3827233511,760.562868,0.0162604107080307,0.00810731966555996,0.993925027837537,0.999351150378466,0.179098090858569,0.227471150319532,0.00368745310597129,0.00152643919878583,"4294:4353",1,0.359207313208044,0.456226531209351
23,13.9,55,973,1014,"2025-05-20 12:16:00",24,1747757817,59217,426,"2025-05-20","12:16:57",9494.2695,442.59576,2001.9965,40.1773,55.0003,32.3088,36.4002,0.00267125,11.3746,54.5005,-44.75,-0.206636,15.4726,136,FALSE,NA,196,"BGS","rm",24.2,12,3.6,4,3.4,3.2,3.55,5.08,287.8098481,19.79203372,28.88,336.4818818,0.3364818818,0.904619427452173,0.3644818818,760.562868,0.0154854023844377,0.00810731966555996,0.990448112580842,0.99834441572494,0.189936464017783,0.179314165045837,0.00467808687489104,0.00183139173123201,"4508:4567",1,0.362788528653568,0.342499384939753
24,13.9,55,973,1014,"2025-05-20 12:22:00",25,1747758122,60437,442,"2025-05-20","12:22:02",9579.8213,450.49091,2007.0009,40.1785,55.0008,32.3055,36.4002,0.00268537,11.3746,54.5005,-20.75,-0.206636,15.4338,88,FALSE,NA,193,"BGS","rm",17.3,13,3.5,3.4,4.8,4.4,4.025,5.08,326.3196165,19.79203372,28.88,374.9916503,0.3749916503,0.993747982596204,0.4029916503,760.562868,0.0171215310666344,0.00810731966555996,0.995450209668417,0.998155524809205,0.282052577382607,0.149430544595711,0.00528770596648114,0.00178126274584827,"4736:4795",1,0.595655798129563,0.315576518151619
25,13.7,56,675,1014,"2025-05-20 12:25:00",26,1747758343,61321,427,"2025-05-20","12:25:43",8654.793,419.56696,2005.879,40.1744,55.001,32.308,36.4002,0.00258853,11.3782,54.4998,-99.75,-0.206636,15.4083,203,FALSE,NA,196,"BGS","bg",19.6,14,3.2,2.7,4,4.6,3.625,5.08,293.8903379,19.79203372,28.88,342.5623716,0.3425623716,0.896485838562546,0.3705623716,760.562868,0.0157547154771547,0.00810731966555996,0.936323039084898,0.998984223201951,0.129997839677691,0.251334520700196,0.00865035069534856,0.00204499025497834,"4899:4958",1,0.25262097231309,0.488410970155712
26,13.7,56,675,1014,"2025-05-20 12:30:00",27,1747758617,62417,428,"2025-05-20","12:30:17",8785.8398,417.98224,1997.8231,40.1773,55.001,32.2973,36.4002,0.00258735,11.3773,54.4998,73.75,-0.206636,15.3737,61,FALSE,NA,195,"BGS","hem",28.8,15,4.9,5.1,5.3,5.8,5.275,5.08,427.6611124,19.79203372,28.88,476.3331461,0.4763331461,0.908049231610814,0.5043331461,760.562868,0.0214420724592096,0.00810731966555996,0.967685996084272,0.894005024529356,0.0632720858571839,0.0125415726590686,0.00401527944568357,0.0014996852613838,"5126:5185",1,0.167340712536387,0.0331696936597377
27,13.7,56,675,1014,"2025-05-20 12:35:00",28,1747758953,63761,429,"2025-05-20","12:35:53",8805.585,481.74097,1996.2784,40.176,55.001,32.292,36.4002,0.00260005,11.3772,54.5005,-121.25,-0.206636,15.3404,207,FALSE,NA,258,"BGS","hem",18.5,16,3.1,2.9,4.4,4.3,3.675,5.08,297.9439977,19.79203372,28.88,346.6160314,0.3466160314,0.96212113135927,0.3746160314,760.562868,0.0159270596267088,0.00810731966555996,0.998472210930316,0.269769632726683,0.334558727979998,0.00336681578216052,0.00337582856990995,0.00142888435332,"5389:5448",1,0.657250118286195,0.00661420517836596
28,13.4,56,579,1014,"2025-05-20 12:38:00",29,1747759132,64477,431,"2025-05-20","12:38:52",8886.3164,434.93301,2003.7876,40.1789,55.001,32.2747,36.4002,0.00261119,11.3771,54.5002,-94,-0.206636,15.3208,155,FALSE,NA,164,"BGS","bg",16.9,18,3,2.9,4.3,4,3.55,5.08,287.8098481,19.79203372,28.88,336.4818818,0.3364818818,0.951554957234124,0.3644818818,760.562868,0.0155124228038835,0.00810731966555996,0.98776604126059,0.991222310553121,0.142756039177552,0.0486465657127013,0.00399152900136718,0.00115012514009999,"5550:5609",1,0.273147245807655,0.0930796029294357
29,13.4,56,579,1014,"2025-05-20 12:43:00",30,1747759399,65545,443,"2025-05-20","12:43:19",8866.501,435.90054,2006.8925,40.181,55.0008,32.2788,36.3986,0.00260907,11.3771,54.5005,33,-0.208234,15.2886,118,FALSE,NA,192,"BGS","bg",24.7,20,3.7,3.8,5.6,4.1,4.3,5.08,348.6147456,19.79203372,28.88,397.2867793,0.3972867793,0.970062117118112,0.4252867793,760.562868,0.018100291572308,0.00810731966555996,0.98865172229916,0.999130589308554,0.151180609891637,0.210419416504586,0.0047482511663245,0.00181962313252169,"5734:5793",1,0.337523772590627,0.469779526196204
30,13.4,56,579,1014,"2025-05-20 12:47:00",31,1747759625,66449,444,"2025-05-20","12:47:05",8823.8906,419.17667,2004.1385,40.1826,55.0003,32.294,36.3986,0.00259027,11.3774,54.5004,285.25,-0.208234,15.2643,104,FALSE,NA,180,"BGS","bg",25.2,19,4.8,4.8,5,4.9,4.875,5.08,395.2318337,19.79203372,28.88,443.9038674,0.4439038674,0.881852702615856,0.4719038674,760.562868,0.0200843242954761,0.00810731966555996,0.969251441703446,0.996908947775386,0.11058645373715,0.184686304529049,0.00640710754300597,0.00334523049285707,"5908:5967",1,0.273956657830907,0.457524778361911
