LABEL,DATE_TIME initial_value,COMMENT,VOLUME_TOTAL,VOLUME,COLLAR_HEIGHT,TA initial_value,FCH4_DRY LIN,FCO2_DRY LIN,FCH4_DRY LIN_R2,FCO2_DRY LIN_R2,FCO2_DRY LIN_SE,FCH4_DRY LIN_SE,DOY initial_value,SWC_2 mean,TS_2 mean,EC_2 mean,PA mean,CH4_DRY mean,CO2_DRY mean,OBSERVATION,FCO2_DRY LIN_dCdt,CH4_DRY DEADBAND,LATITUDE,LONGITUDE,FCH4_DRY LIN_CV,FCH4_DRY LIN_dCdt,FCO2_DRY LIN_CV
418,6/27/24 10:20,no moss,7789.06,4244.1,11,19.93018,10.47868,12.44264,0.92691,0.93168,0.09812,0.08568,179.43088,0.086,19.9,0.004,96.66,2065.335,440.87,19,1.30634,5,42.53747,-72.18283,7.86492,1.10014,7.59004
417,6/27/24 10:21,no moss,6199.06,4244.1,6,20.0329,8.8451,5.42587,0.98665,0.94763,0.04667,0.03765,179.43184,0.282,20.1,0.01,96.66,2032.195,427.19,19,0.71583,5,42.53749,-72.18288,3.40703,1.16693,6.6109
419,6/27/24 10:23,no moss,6994.06,4244.1,8.5,20.17934,2.79877,20.63352,0.22938,0.7767,0.37423,0.17352,179.43314,0.4028,19.19,0.01615,91.83,2134.512,413.44,19,2.41775,5,42.53749,-72.18256,52.92282,0.32795,15.51713
420,6/27/24 10:25,no moss,7153.06,4244.1,9,20.51453,71.52463,0.23747,0.91076,0.01836,0.05324,0.68641,179.43441,0.34524,20.29524,0.0119,96.67,2130.27,425.85,20,0.02724,5,42.53749,-72.18245,8.43696,8.205,195.42723
421,6/27/24 10:28,no moss,7630.06,4244.1,10.5,20.3509,4.45814,4.09927,0.94217,0.84289,0.05277,0.03293,179.43613,0.739,20.9,0.025,96.67,2028.659,447.79,19,0.44067,5,42.53747,-72.18243,6.95756,0.47925,12.02399
441,6/27/24 10:30,moss,5881.06,4244.1,5,20.18066,159.38829,1.49362,0.72747,0.53898,0.05332,3.7657,179.4381,0.752,20.5,0.026,96.68,2758.571,416.17,20,0.20787,5,42.53735,-72.18241,17.01092,22.18286,25.67402
439,6/27/24 10:33,no moss,7471.06,4244.1,10,20.231,25.99796,2.55966,0.70287,0.83486,0.03464,0.51435,179.4399,0.0576,20.58,0.0022,96.68,2499.972,433.54,20,0.28083,5,42.53749,-72.18231,18.06582,2.85232,12.38368
422,6/27/24 11:00,no moss,6199.06,4244.1,6,20.27408,176.42601,-0.41606,0.99522,0.242,0.02698,0.44778,179.4585,0.621,21.1,0.028,96.69,2498.514,419.7,19,-0.05496,5,42.53766,-72.18234,2.21069,23.30689,49.09845
423,6/27/24 11:02,moss,6517.06,4244.1,7,20.96153,-61.16196,-1.28288,0.17228,0.778,0.02399,4.69214,179.45981,0.682,21.1,0.02,96.69,8212.828,410.2,20,-0.16189,5,42.5378,-72.18229,60.80213,-7.71832,14.85569
425,6/27/24 11:04,moss,5881.06,4244.1,5,21.31871,35.52817,0.37913,0.99209,0.2616,0.02474,0.12324,179.46118,0.762,21.7,0.025,96.69,2404.704,415,20,0.0531,5,42.53784,-72.18224,2.70754,4.97568,46.60907
424,6/27/24 11:05,no moss,6835.06,4244.1,8,21.3037,18.75177,3.74324,0.98502,0.94656,0.0297,0.07722,179.46243,0.718,21,0.023,96.69,2087.943,417.36,19,0.45074,5,42.53786,-72.18222,3.59034,2.258,6.67989
426,6/27/24 11:07,no moss,6676.06,4244.1,7.5,21.18887,0.6325,20.80211,0.03349,0.75397,0.40644,0.11622,179.46368,0.2242,20.895,0.00855,96.7,2301.88,448.89,20,2.56533,5,42.53795,-72.18218,149.00124,0.078,15.88118
442,6/27/24 11:09,no moss,7153.06,4244.1,9,20.89118,-766.89795,0.91098,0.68444,0.45878,0.03151,16.5853,179.46524,0.759,20.9,0.021,96.71,7244.337,410.34,19,0.10461,5,42.53808,-72.18204,18.86398,-88.06854,30.1436
427,6/27/24 11:11,no moss,7312.06,4244.1,9.5,20.4729,14.47531,5.72855,0.93214,0.77614,0.09562,0.12139,179.46646,0.4428,21.06,0.0262,96.7,2074.288,424.89,19,0.64197,5,42.53814,-72.182,7.56276,1.62218,14.93537
428,6/27/24 11:13,moss,6199.06,4244.1,6,20.78334,112.63914,-0.35773,0.42356,0.07838,0.04502,4.82328,179.46791,0.757,20.7,0.02,96.7,3507.339,418.46,19,-0.04734,5,42.53819,-72.18202,32.37414,14.90707,95.10888
429,6/27/24 11:16,no moss,6676.06,4244.1,7.5,21.47926,9.39217,0.11757,0.94498,0.0156,0.03194,0.0775,179.46964,0.596,20.6,0.009,96.7,2091.454,422.29,19,0.0145,5,42.53825,-72.18201,6.78116,1.15804,220.30754
431,6/27/24 11:18,moss,6199.06,4244.1,6,21.39474,1430.7707,-5.42381,0.95664,0.98378,0.02562,11.20871,179.47097,0.756,20.2,0.021,96.71,7190.913,403.57,19,-0.71956,5,42.53827,-72.18193,6.00541,189.81507,3.72482
443,6/27/24 11:20,moss,7153.06,4244.1,9,21.32384,4.04288,2.60784,0.97446,0.4575,0.09064,0.02089,179.47258,0.1729,20.5,0.0063,96.71,2105.554,429.91,19,0.30011,5,42.5382,-72.18181,4.62111,0.46525,30.22179
444,6/27/24 11:22,no moss,6517.06,4244.1,7,21.66455,6.48728,6.83068,0.96805,0.98442,0.03014,0.04134,179.47399,0.3435,20.85,0.015,96.7,2091.068,454.92,20,0.86386,5,42.53818,-72.1819,5.15572,0.82043,3.65636
895,7/2/24 9:59,no moss,5563.06,4244.1,4,21.39123,-0.96895,4.15581,0.9714,0.89718,0.05646,0.00667,184.41657,0.26775,22.125,0.0135,98.42,1993.511,448.96,20,0.60138,5,42.53825,-72.17719,4.87922,-0.14021,9.45054
892,7/2/24 10:02,no moss,5881.06,4244.1,5,21.48563,-1.0352,5.44588,0.97621,0.99235,0.01813,0.00613,184.41841,0,21.7,0,98.42,2000.361,465.26,20,0.74476,5,42.53813,-72.17729,4.4612,-0.14157,2.66181
889,7/2/24 10:04,no moss,5881.06,4244.1,5,21.254,-1.937,5.76373,0.97205,0.9638,0.04236,0.01246,184.41957,0.206,21.6,0.01,98.4,1992.777,448.47,20,0.78811,5,42.53815,-72.17737,4.82484,-0.26486,5.48178
893,7/2/24 10:05,no moss,5722.06,4244.1,4.5,21.23019,-1.12772,3.15304,0.95378,0.94056,0.03089,0.00968,184.4208,0.32205,21.39,0.0152,98.42,1999.189,433.2,19,0.44306,5,42.53811,-72.17735,6.19974,-0.15846,7.055
880,7/2/24 10:07,no moss,5563.06,4244.1,4,21.29499,-1.3573,3.17871,0.99045,0.90603,0.04106,0.00535,184.42182,0,21.2,0,98.41,1997.191,434.06,19,0.45969,5,42.53815,-72.17736,2.92901,-0.19629,8.99655
876,7/2/24 10:09,no moss,6199.06,4244.1,6,21.29581,-1.98016,4.53379,0.98899,0.95271,0.03633,0.00751,184.42292,0.263,20.6,0.015,98.43,1998.528,434.3,20,0.58802,5,42.53818,-72.1774,3.11734,-0.25682,6.27188
905,7/2/24 10:10,no moss,5563.06,4244.1,4,21.3947,-1.67058,2.41062,0.97226,0.93387,0.02573,0.01132,184.42418,0.1782,20.51,0.01045,98.41,1996.726,433.94,19,0.34864,5,42.53811,-72.17736,4.80716,-0.24161,7.45864
903,7/2/24 10:12,no moss,5881.06,4244.1,5,21.51475,-1.86722,3.84549,0.95398,0.92803,0.04065,0.01557,184.42527,0.302,20.7,0.013,98.41,1995.589,438.92,19,0.52634,5,42.53811,-72.17735,6.18607,-0.25557,7.79853
288,7/2/24 10:28,no moss,5563.06,4244.1,4,21.75661,-3.08512,17.40372,0.99807,0.99451,0.05186,0.00544,184.43664,0.27,21.62,0.0094,98.55,1993.066,447.82,19,2.51697,5,42.53695,-72.17345,1.62568,-0.44618,2.32402
583,7/2/24 10:30,no moss,5881.06,4244.1,5,23.96073,-3.40391,1.37935,0.97686,0.68976,0.03535,0.02002,184.43815,0.1786,22.165,0.0057,98.54,1995.495,412.81,20,0.19002,5,42.53683,-72.17335,4.40213,-0.46893,18.63171
386,7/2/24 10:34,no moss,5722.06,4244.1,4.5,22.80654,-3.99992,3.55947,0.92306,0.94945,0.03211,0.04515,184.44058,0,22.4,0,98.53,1988.884,435.34,19,0.5018,5,42.53663,-72.17324,8.07917,-0.56389,6.48894
380,7/2/24 10:36,no moss,5563.06,4244.1,4,22.2966,-3.66142,3.89671,0.98841,0.97276,0.02619,0.01593,184.44179,0.241,22.1,0.005,98.55,1990.555,426.5,19,0.56432,5,42.53667,-72.17314,3.18999,-0.53025,4.76373
529,7/2/24 10:42,no moss,5881.06,4244.1,5,22.21116,-1.17801,1.07045,0.98938,0.04986,0.17764,0.00464,184.44612,0.084,22.3,0.005,98.59,1996.669,451.29,19,0.14672,5,42.5374,-72.17255,3.06776,-0.16146,121.07767
544,7/2/24 10:44,no moss,5722.06,4244.1,4.5,22.45194,-2.71152,3.80599,0.97044,0.93986,0.03763,0.0185,184.44765,0,21.8,0,98.6,1987.484,447.24,19,0.53639,5,42.53724,-72.17249,4.95839,-0.38214,7.09771
366,7/2/24 10:47,no moss,6199.06,4244.1,6,22.26652,-3.04874,11.42478,0.99232,0.98512,0.0507,0.00968,184.44957,0.324,21.7,0.017,98.62,1979.733,488.16,20,1.48731,5,42.53739,-72.17217,2.66575,-0.39689,3.57408
362,7/2/24 10:48,no moss,5563.06,4244.1,4,22.40051,-2.67547,9.2717,0.97417,0.96926,0.06642,0.01752,184.45067,0.273,21.7,0.012,98.62,1985.593,469.13,20,1.34472,5,42.53735,-72.17216,4.64213,-0.38804,5.0547
356,7/2/24 10:51,no moss,5563.06,4244.1,4,22.40918,-1.1689,4.58307,0.98041,0.87027,0.07115,0.00664,184.45237,0.479,22,0.029,98.63,1989.923,448.45,19,0.66444,5,42.53737,-72.17208,4.06513,-0.16946,10.7622
351,7/2/24 10:53,no moss,5563.06,4244.1,4,22.33931,-2.74436,3.21485,0.99703,0.90406,0.04205,0.00601,184.45372,0.217,22,0.01,98.62,1988.541,445.25,19,0.46535,5,42.53739,-72.17218,1.8551,-0.39725,9.0987
217,7/2/24 10:55,no moss,5245.06,4244.1,3,22.24687,-2.50942,1.78261,0.98768,0.58745,0.06365,0.01194,184.45516,0,21.6,0,98.63,1988.236,445.98,19,0.27385,5,42.53742,-72.17203,3.27869,-0.3855,23.26728
678,7/2/24 10:59,no moss,6040.06,4244.1,5.5,22.46758,0.18363,8.83322,0.52341,0.99081,0.03144,0.00647,184.45774,0.578,22.6,0.014,98.63,1997.121,438.58,19,1.17684,5,42.53772,-72.17176,26.48751,0.02446,2.87927
677,7/2/24 11:01,no moss,5563.06,4244.1,4,22.20347,-0.43663,2.46987,0.94704,0.9046,0.03217,0.00414,184.45924,0.431,22.4,0.02,98.61,1991.237,439.04,19,0.35717,5,42.53777,-72.17177,6.64632,-0.06314,9.07046
933,7/2/24 11:07,no moss,6517.06,4244.1,7,22.17404,14.74252,16.46141,0.90072,0.91551,0.17124,0.1676,184.46387,0.628,21.8,0.015,98.59,2045.964,450.17,19,2.03232,5,42.53795,-72.17238,9.27063,1.82011,8.49398
236,7/2/24 11:09,no moss,6040.06,4244.1,5.5,22.06369,-3.09816,6.00118,0.97996,0.99118,0.02092,0.01638,184.46521,0.37825,21.23,0.01375,98.58,1998.683,457.03,20,0.79985,5,42.538,-72.17244,4.10919,-0.41293,2.82803
165,7/2/24 11:12,no moss,5722.06,4244.1,4.5,22.15116,-1.85599,6.66705,0.96865,0.8789,0.09668,0.01304,184.46672,0.263,21.2,0.009,98.58,2000.385,490.51,20,0.9391,5,42.53811,-72.17252,5.10364,-0.26143,10.35117
175,7/2/24 11:14,no moss,6358.06,4244.1,6.5,22.54058,-1.90156,4.34099,0.99173,0.91671,0.04594,0.00609,184.46806,0.399,21.2,0.014,98.57,1990.175,452.61,19,0.54952,5,42.53818,-72.17264,2.75048,-0.24071,8.42895
176,7/2/24 11:15,no moss,5881.06,4244.1,5,22.51985,-1.73313,3.90623,0.98234,0.94683,0.03522,0.00884,184.46926,0.1582,21.2,0.00735,98.57,1986.079,453.63,20,0.53594,5,42.5382,-72.17271,3.87112,-0.23779,6.65959
153,7/2/24 11:17,no moss,6040.06,4244.1,5.5,22.88135,-1.64701,6.58806,0.95547,0.9783,0.03639,0.01319,184.47063,0.0526,21.12,0.002,98.57,1991.404,436.16,19,0.88086,5,42.53818,-72.17262,6.08336,-0.22021,4.26855
318,7/2/24 11:21,no moss,6040.06,4244.1,5.5,22.7516,-1.32249,3.82318,0.98694,0.9702,0.02483,0.00564,184.47345,0.042,21.8,0.0024,98.59,1990.401,432.78,19,0.51076,5,42.538,-72.17214,3.36621,-0.17668,4.97835
309,7/2/24 11:23,no moss,6199.06,4244.1,6,22.90647,-0.83315,5.23144,0.96326,0.9147,0.0577,0.00588,184.47483,0.1379,21.7,0.00735,98.6,1988.495,446.93,19,0.68128,5,42.53796,-72.17202,5.52218,-0.1085,8.53739
302,7/2/24 11:25,no moss,6358.06,4244.1,6.5,22.95296,-4.23794,4.48554,0.98346,0.99437,0.01186,0.01931,184.47612,0,21.7,0,98.58,1987.639,427.83,20,0.56834,5,42.53805,-72.17199,3.75341,-0.53696,2.34635
411,7/9/24 13:38,no moss ,6358.06,4244.1,6.5,26.91564,6.14047,22.52511,0.99423,0.98884,0.08788,0.01718,191.56821,0,28.1,0,97.43,2103.243,498.41,20,2.98207,5,42.53725,-72.18335,2.37545,0.81293,3.13992
412,7/9/24 13:40,no moss ,6517.06,4244.1,7,26.75471,13.65786,20.14307,0.9841,0.9618,0.1437,0.06214,191.56978,0.2024,27.845,0.00925,97.43,2184.041,466.02,20,2.59971,5,42.53729,-72.18329,3.68828,1.76271,5.63293
413,7/9/24 13:42,no moss ,7153.06,4244.1,9,26.60586,51.77433,22.28497,0.95746,0.93521,0.19106,0.35548,191.57117,0.17315,27.545,0.00815,97.43,2238.901,468.96,20,2.61725,5,42.5373,-72.18324,5.9458,6.08061,7.38025
452,7/9/24 13:45,no moss ,5881.06,4244.1,5,27.03793,53.16083,-2.90148,0.97813,0.8739,0.04369,0.3151,191.57331,0.736,26.68,0.018,97.43,2806.062,407.81,20,-0.41469,5,42.53728,-72.1832,4.28655,7.59786,10.59112
432,7/9/24 13:49,no moss ,6517.06,4244.1,7,26.79657,5.06677,-0.52506,0.99225,0.09703,0.05713,0.01597,191.57611,0.76,24.88,0.019,97.44,2118.097,398.76,20,-0.06753,5,42.53744,-72.18311,2.68,0.65161,84.61651
414,7/9/24 13:52,no moss ,6199.06,4244.1,6,26.99931,58.64877,-1.66396,0.89576,0.48578,0.06441,0.75271,191.57801,0.0764,24.49,0.0025,97.43,5380.074,433.76,20,-0.22571,5,42.53739,-72.18294,9.52337,7.95554,28.55568
434,7/9/24 13:55,no moss ,6040.06,4244.1,5.5,27.7764,12.66544,15.24767,0.98274,0.9645,0.11355,0.06516,191.57992,0,24.6,0,97.43,2190.831,451.28,20,2.13418,5,42.53747,-72.18295,3.83229,1.77275,5.43
436,7/9/24 13:58,no moss ,6040.06,4244.1,5.5,27.40436,12.35293,-0.3883,0.9911,0.06475,0.05709,0.04529,191.58243,0.741,25.6,0.023,97.43,2287.851,402.92,20,-0.05416,5,42.53736,-72.18283,2.84345,1.723,105.41142
417,7/9/24 14:02,no moss ,6199.06,4244.1,6,27.66499,7.56801,5.76164,0.98925,0.93678,0.05629,0.02967,191.58483,0,25.8,0.001,97.42,2119.615,419.48,20,0.78122,5,42.5375,-72.18285,3.0877,1.02614,7.28638
418,7/9/24 14:04,no moss ,6994.06,4244.1,8.5,27.54339,16.50597,18.83846,0.97404,0.98389,0.08052,0.08999,191.5866,0.525,26.3,0.024,97.42,2201.428,492.25,20,2.26856,5,42.5375,-72.1828,4.65544,1.98768,3.7111
419,7/9/24 14:06,no moss ,6994.06,4244.1,8.5,27.91213,18.4739,7.32675,0.9523,0.94965,0.05651,0.1385,191.58814,0.459,26.5,0.02,97.42,2307.695,414.81,20,0.88487,5,42.53753,-72.18257,6.30127,2.23114,6.47731
420,7/9/24 14:08,no moss ,7153.06,4244.1,9,27.52428,56.15457,3.03053,0.7065,0.74729,0.05762,1.18326,191.58944,0.746,26.1,0.02,97.42,3602.646,408.54,20,0.35722,5,42.53752,-72.18246,17.90892,6.61925,16.16506
421,7/9/24 14:11,no moss ,7630.06,4244.1,10.5,27.84082,-0.11883,1.22725,0.00855,0.27087,0.06193,0.03935,191.59126,0.25515,25.665,0.0084,97.41,2507.487,423.17,20,0.1361,5,42.53751,-72.18242,298.60741,-0.01318,45.51709
441,7/9/24 14:14,Moss,5881.06,4244.1,5,27.94366,33.2184,0.58143,0.965,0.05539,0.09566,0.25203,191.59345,0.7614,25.72,0.018,97.41,2408.017,402.08,20,0.08352,5,42.5374,-72.18242,5.39182,4.77175,114.5371
439,7/9/24 14:17,Moss,7471.06,4244.1,10,28.53585,11.97281,2.71195,0.99106,0.60241,0.0693,0.03577,191.59528,0.087,25.9,0.004,97.41,2381.182,416.24,20,0.30757,5,42.53755,-72.18228,2.84826,1.35789,22.55783
422,7/9/24 14:19,Moss,6199.06,4244.1,6,27.99089,16.96625,0.99578,0.83468,0.05484,0.15639,0.28564,191.59698,0.717,26.4,0.017,97.41,3503.504,402.03,19,0.13582,5,42.53771,-72.18227,12.39091,2.31414,115.14582
425,7/9/24 14:22,Moss,5881.06,4244.1,5,27.79523,209.18143,5.47889,0.91179,0.80662,0.10691,2.593,191.59884,0.079,26.52,0.0021,97.4,5844.063,403.25,20,0.78729,5,42.53788,-72.18225,8.69439,30.05846,13.62325
424,7/9/24 14:24,Moss,6835.06,4244.1,8,27.72749,18.25841,0.90979,0.98453,0.28893,0.04894,0.07849,191.60046,0.654,25.9,0.018,97.41,3248.28,408.88,20,0.11248,5,42.53788,-72.18215,3.64201,2.25732,43.52306
426,7/9/24 14:39,Moss,6676.06,4244.1,7.5,29.0514,33.15792,17.9974,0.98624,0.94951,0.14633,0.13809,191.61071,0.1988,27.87,0.0078,97.39,2271.428,480.1,20,2.28791,5,42.53796,-72.18215,3.4506,4.21518,6.48707
442,7/9/24 14:41,Moss,7153.06,4244.1,9,27.73813,1.2492,1.21956,0.00396,0.55417,0.03582,0.64884,191.61221,0.6171,27.66,0.02055,97.39,3691.622,422.36,20,0.144,5,42.53807,-72.18207,439.89496,0.1475,24.90037
427,7/9/24 14:44,Moss,7153.06,4244.1,9,27.05587,3.9199,6.05339,0.9815,0.95151,0.04459,0.01756,191.614,0.481,27.3,0.026,97.38,2163.367,461.41,20,0.71224,5,42.53819,-72.18198,3.95896,0.46121,6.35438
428,7/9/24 14:46,Moss,6199.06,4244.1,6,26.83039,68.82661,1.53841,0.98812,0.77344,0.03133,0.28396,191.61539,0,27.1,0,97.39,4716.936,430.29,20,0.20874,5,42.53822,-72.18201,3.22822,9.33889,15.05012
429,7/9/24 14:48,Moss,6676.06,4244.1,7.5,26.83889,5.74439,-4.85984,0.98763,0.22278,0.31659,0.02242,191.6172,0.745,25.4,0.019,97.39,2183.466,432.94,20,-0.61113,5,42.5383,-72.18202,3.2884,0.72236,51.81513
431,7/9/24 14:50,Moss,6199.06,4244.1,6,26.34064,2581.37969,-2.12855,0.98438,0.19053,0.16455,12.19537,191.61862,0.761,24.2,0.017,97.38,25111.375,414.99,20,-0.28785,5,42.53836,-72.18194,3.65806,349.0825,57.17721
443,7/9/24 14:54,Moss,7153.06,4244.1,9,26.30098,3.83078,0.28742,0.98832,0.02228,0.05966,0.01305,191.62088,0.586,24,0.023,97.38,2191.002,430.86,20,0.03369,5,42.53823,-72.18188,3.10087,0.44909,177.05345
444,7/9/24 14:56,Moss,6517.06,4244.1,7,26.164,18.12609,4.23381,0.98053,0.95795,0.03164,0.09111,191.62238,0.72,24.4,0.029,97.39,2255.498,440.89,20,0.54454,5,42.53818,-72.18187,4.05598,2.33132,5.91127
895,7/12/24 10:39,no Moss,5563.06,4244.1,4,24.81136,-0.90751,5.0807,0.79819,0.3774,0.26788,0.01873,194.44396,0.286,25.34,0.013,98.05,2072.896,448.92,20,0.752,5,42.53811,-72.17724,13.98748,-0.13432,35.6393
892,7/12/24 10:40,no Moss,5881.06,4244.1,5,24.5562,-0.70213,3.89468,0.95546,0.83956,0.06603,0.00588,194.44488,0.467,24.8,0.027,98.06,2073.146,438.85,19,0.54459,5,42.53812,-72.17727,6.08435,-0.09818,12.17229
889,7/12/24 10:41,no Moss,5881.06,4244.1,5,24.47485,-0.67841,6.78914,0.94861,0.96914,0.047,0.00613,194.44573,0.017,24.5,0.001,98.06,2071.897,454.53,20,0.94963,5,42.53811,-72.17731,6.54493,-0.09489,5.06506
893,7/12/24 10:43,no Moss,5722.06,4244.1,4.5,24.33802,-0.76285,5.31469,0.95964,0.93468,0.05601,0.00624,194.44708,0.408,24.2,0.019,98.07,2071.16,456.29,19,0.76386,5,42.53808,-72.17736,5.78918,-0.10964,7.41076
880,7/12/24 10:45,no Moss,5563.06,4244.1,4,24.22978,-1.03024,3.54528,0.98282,0.85727,0.05925,0.00558,194.44829,0.37,24,0.018,98.08,2072.794,431.26,19,0.52356,5,42.5381,-72.17736,3.82256,-0.15214,11.36836
876,7/12/24 10:46,no Moss,6199.06,4244.1,6,24.32944,-1.29701,5.74859,0.9778,0.90611,0.06808,0.00719,194.44921,0,24,0,98.08,2073.419,440.41,19,0.76249,5,42.53816,-72.17742,4.31628,-0.17204,8.99296
905,7/12/24 10:48,no Moss,5563.06,4244.1,4,24.30766,-1.18099,3.48965,0.97348,0.53828,0.13253,0.00799,194.45042,0.321,24,0.015,98.07,2070.876,441.99,19,0.51594,5,42.53805,-72.17741,4.70306,-0.17461,25.70942
903,7/12/24 10:50,no Moss,5881.06,4244.1,5,24.40186,-1.62896,4.90232,0.97893,0.9503,0.04348,0.00927,194.45149,0.05475,24.015,0.0024,98.07,2073.175,432.97,19,0.68552,5,42.53803,-72.17741,4.20991,-0.22779,6.43399
288,7/12/24 11:01,no Moss,5516.1,4244.1,4,23.92735,-9999,-9999,-9999,-9999,-9999,-9999,194.45969,0,24.9,0,98.22,-9999,-9999,0,-9999,5,42.53692,-72.17341,-9999,-9999,-9999
583,7/12/24 11:04,no Moss,5881.06,4244.1,5,24.31692,-2.34966,5.53148,0.98653,0.76874,0.11762,0.01064,194.46142,0.269,24.5,0.006,98.22,2056.179,483.95,19,0.77317,5,42.53678,-72.17333,3.41489,-0.32843,15.25029
386,7/12/24 11:06,no Moss,5722.06,4244.1,4.5,24.28412,-2.77105,7.64405,0.98314,0.88684,0.10874,0.01445,194.46262,0.0608,24.68,0.0028,98.22,2073.776,451.16,19,1.0976,5,42.53666,-72.17326,3.78803,-0.39789,9.96554
380,7/12/24 11:07,no Moss,5563.06,4244.1,4,24.61004,-3.02784,8.41718,0.98544,0.98023,0.04725,0.01455,194.46368,0.313,24.9,0.006,98.24,2070.4,462.07,20,1.24484,5,42.53669,-72.17309,3.42215,-0.44779,3.94515
288,7/12/24 11:09,no Moss,5563.06,4244.1,4,24.35412,-1.36886,10.99715,0.98167,0.99283,0.0383,0.00767,194.46501,0.397,25,0.013,98.25,2072.22,484.35,19,1.62541,5,42.53684,-72.17339,3.93968,-0.20232,2.59095
539,7/12/24 11:15,no Moss,5881.06,4244.1,5,24.61301,-1.29693,5.90495,0.96374,0.9364,0.05975,0.00977,194.46932,0.502,24.9,0.028,98.28,2072.557,473.59,19,0.8267,5,42.53747,-72.17247,5.48604,-0.18157,7.30765
544,7/12/24 11:17,no Moss,5722.06,4244.1,4.5,24.80092,-1.49882,8.52521,0.98768,0.83386,0.1517,0.00667,194.47056,0.312,25.1,0.014,98.28,2079.025,476.14,19,1.22535,5,42.53725,-72.17251,3.27957,-0.21543,12.4266
366,7/12/24 11:20,no Moss,6199.06,4244.1,6,24.60993,-1.86047,9.31033,0.98047,0.96526,0.06503,0.00967,194.47226,0,24.9,0,98.3,2073.61,492.26,19,1.23588,5,42.53741,-72.17216,4.05933,-0.24696,5.37092
362,7/12/24 11:21,no Moss,5563.06,4244.1,4,24.45145,-1.78202,10.67051,0.98352,0.97049,0.07628,0.00946,194.47311,0.40835,24.7,0.01825,98.3,2076.675,476.68,19,1.57716,5,42.53737,-72.17217,3.74766,-0.26339,4.95505
356,7/12/24 11:22,no Moss,5563.06,4244.1,4,24.58372,-1.39677,7.89718,0.96074,0.95236,0.07243,0.01158,194.47428,0,24.7,0,98.32,2076.493,496.82,19,1.16753,5,42.53743,-72.17208,5.70891,-0.2065,6.2961
351,7/12/24 11:24,no Moss,5563.06,4244.1,4,24.5521,-1.93921,5.30006,0.99335,0.97842,0.03228,0.00651,194.47535,0.326,24.4,0.014,98.3,2074.412,476.93,19,0.78362,5,42.53748,-72.17217,2.51211,-0.28671,4.25723
217,7/12/24 11:26,no Moss,5245.06,4244.1,3,24.57137,-2.38934,6.78539,0.99359,0.98448,0.03707,0.00835,194.47647,0.0219,24.395,0.001,98.31,2078.805,465.96,19,1.06454,5,42.53746,-72.17202,2.47457,-0.37486,3.64465
678,7/12/24 11:29,no Moss,6040.06,4244.1,5.5,24.92239,14.06295,2.75893,0.94028,0.88939,0.03673,0.13379,194.47856,0.0715,24.38,0.0019,98.32,2121.432,435.01,19,0.37553,5,42.53777,-72.17175,7.07184,1.91418,9.83975
677,7/12/24 11:30,no Moss,5563.06,4244.1,4,24.5991,1.1968,2.60039,0.98361,0.7963,0.05387,0.00633,194.47963,0.506,23.9,0.028,98.32,2098.49,436,20,0.38404,5,42.53773,-72.1718,3.73895,0.17675,14.06879
302,7/12/24 11:33,no Moss,6358.06,4244.1,6.5,25.0557,-3.15383,8.35384,0.95837,0.95517,0.06494,0.02358,194.48138,0.09075,24.3,0.0055,98.3,2075.428,452.86,19,1.08071,5,42.53811,-72.17195,5.87945,-0.408,6.1042
309,7/12/24 11:34,no Moss,6199.06,4244.1,6,24.9704,-0.5274,6.48447,0.86197,0.94256,0.05884,0.00776,194.4826,0,24.7,0,98.31,2081.954,442.34,19,0.85934,5,42.53804,-72.172,11.15081,-0.06989,6.93089
318,7/12/24 11:36,no Moss,6040.06,4244.1,5.5,24.7666,-1.86723,5.47675,0.94566,0.82,0.09681,0.01689,194.48381,0.303,24.4,0.015,98.31,2097.492,445.57,19,0.745,5,42.53803,-72.17215,6.73492,-0.254,13.039
933,7/12/24 11:40,no Moss,6517.06,4244.1,7,24.44083,6.46035,1.76445,0.99097,0.71426,0.03904,0.02157,194.48659,0.74,25.3,0.016,98.32,2123.646,451.94,19,0.22255,5,42.53798,-72.1724,2.85773,0.81486,17.57517
236,7/12/24 11:42,no Moss,6040.06,4244.1,5.5,24.63471,-1.44833,5.12709,0.93471,0.86876,0.07527,0.01446,194.48795,0.549,24.5,0.024,98.33,2082.406,468.63,19,0.69826,5,42.53798,-72.17246,7.40898,-0.19725,10.83347
165,7/12/24 11:44,no Moss,5722.06,4244.1,4.5,24.81501,-1.24428,8.4155,0.97818,0.94455,0.08124,0.00741,194.48949,0.388,24.3,0.012,98.33,2078.292,443.71,19,1.20895,5,42.53804,-72.1725,4.28014,-0.17875,6.80535
175,7/12/24 11:46,no Moss,6358.06,4244.1,6.5,25.3965,-1.00797,6.26968,0.89524,0.95646,0.04812,0.0124,194.49061,0.407,24.2,0.012,98.31,2077.863,445.18,19,0.81305,5,42.53813,-72.17259,9.54826,-0.13071,6.01483
176,7/12/24 11:48,no Moss,5881.06,4244.1,5,25.12788,-1.0394,4.20961,0.97598,0.95604,0.03507,0.00634,194.49181,0.1497,24.33,0.0063,98.31,2078.854,449.57,19,0.58971,5,42.53814,-72.17269,4.48253,-0.14561,6.04367
